purchase_date,flight_date,day_of_week,origin,destination,airline,days_to_flight,departure_time,class,stops,ticket_price
2024-03-16,2024-05-01,Wednesday,ADB,ANK,AnadoluJet,46,06:00,Economy,0,928
2024-02-20,2024-03-09,Saturday,IZM,IST,SunExpress,18,05:45,Economy,0,996
2024-04-05,2024-04-30,Tuesday,ESB,IZM,AnadoluJet,25,12:30,Economy,0,961
2024-03-21,2024-04-19,Friday,IST,ESB,Pegasus,29,13:30,Economy,0,964
2024-03-15,2024-04-02,Tuesday,IST,ESB,SunExpress,18,00:00,Economy,0,980
2023-12-23,2024-01-01,Monday,ANK,IZM,Turkish Airlines,9,07:45,Economy,0,1040
2024-03-27,2024-04-17,Wednesday,IZM,ADB,Pegasus,21,11:15,Business,1,2104
2024-05-22,2024-05-31,Friday,ADB,AYT,Pegasus,9,03:45,Economy,1,871
2024-08-15,2024-08-22,Thursday,ANK,ESB,Turkish Airlines,7,03:30,Economy,0,1015
2024-03-24,2024-05-04,Saturday,ANK,ESB,Turkish Airlines,41,06:30,Economy,0,849
2024-03-11,2024-04-20,Saturday,AYT,ESB,AnadoluJet,40,13:15,Economy,0,808
2024-06-23,2024-08-15,Thursday,IST,ADB,SunExpress,53,18:00,Economy,0,818
2024-06-20,2024-07-28,Sunday,ESB,AYT,Turkish Airlines,38,14:00,Economy,1,714
2023-12-03,2024-01-02,Tuesday,ESB,AYT,SunExpress,30,03:15,Economy,0,1027
2024-01-16,2024-02-26,Monday,ANK,AYT,Turkish Airlines,41,19:45,Economy,0,941
2023-11-23,2024-01-14,Sunday,ANK,ESB,SunExpress,52,01:00,Economy,1,780
2024-02-17,2024-03-09,Saturday,IZM,ADB,SunExpress,21,15:45,Economy,0,1017
2024-08-29,2024-09-20,Friday,IZM,ESB,AnadoluJet,22,06:00,Economy,1,856
2024-11-10,2024-12-13,Friday,IST,ADB,AnadoluJet,33,09:30,Economy,0,959
2024-03-06,2024-03-20,Wednesday,ADB,AYT,Turkish Airlines,14,01:30,Economy,0,958
2024-01-18,2024-01-22,Monday,IST,ANK,Turkish Airlines,4,10:15,Economy,1,875
2024-02-05,2024-02-20,Tuesday,IZM,ESB,SunExpress,15,07:00,Economy,1,895
2024-04-07,2024-04-22,Monday,ADB,AYT,Turkish Airlines,15,03:30,Economy,0,1026
2024-08-01,2024-09-14,Saturday,AYT,ANK,Turkish Airlines,44,11:30,Economy,0,853
2024-04-17,2024-04-20,Saturday,ESB,AYT,SunExpress,3,02:45,Economy,1,897
2024-02-11,2024-03-26,Tuesday,ESB,AYT,Pegasus,44,11:00,Economy,0,902
2024-03-13,2024-03-31,Sunday,ADB,ESB,Turkish Airlines,18,23:15,Economy,0,1043
2024-09-06,2024-10-03,Thursday,ESB,IZM,Turkish Airlines,27,15:00,Economy,1,782
2024-04-21,2024-06-14,Friday,IZM,ANK,Pegasus,54,03:15,Economy,0,903
2024-04-14,2024-05-06,Monday,IZM,IST,Turkish Airlines,22,20:00,Economy,0,1079
2024-06-27,2024-07-13,Saturday,IST,AYT,SunExpress,16,14:30,Business,0,2186
2024-09-11,2024-10-21,Monday,IST,ADB,Turkish Airlines,40,19:45,Economy,0,852
2024-06-27,2024-07-07,Sunday,IZM,ADB,Pegasus,10,14:30,Economy,0,983
2024-03-09,2024-03-27,Wednesday,IZM,ANK,Pegasus,18,04:00,Economy,1,864
2024-06-21,2024-07-24,Wednesday,AYT,IST,SunExpress,33,16:30,Economy,1,696
2024-02-25,2024-04-07,Sunday,AYT,IST,Turkish Airlines,42,20:15,Economy,1,642
2024-05-27,2024-05-31,Friday,ANK,ESB,AnadoluJet,4,16:00,Economy,0,1002
2024-08-09,2024-08-17,Saturday,AYT,ESB,SunExpress,8,15:45,Economy,0,1135
2024-07-04,2024-07-21,Sunday,ADB,ANK,AnadoluJet,17,16:15,Economy,1,868
2024-07-01,2024-07-15,Monday,AYT,IZM,Pegasus,14,08:30,Economy,0,958
2024-08-19,2024-10-15,Tuesday,IST,ESB,AnadoluJet,57,00:00,Economy,0,809
2024-03-30,2024-05-02,Thursday,ANK,IZM,AnadoluJet,33,19:45,Economy,0,892
2024-03-20,2024-05-08,Wednesday,ESB,ANK,Turkish Airlines,49,02:45,Business,0,2148
2024-05-03,2024-05-25,Saturday,ADB,AYT,Turkish Airlines,22,13:30,Economy,0,902
2024-08-11,2024-09-08,Sunday,AYT,ADB,SunExpress,28,03:30,Economy,0,904
2024-11-25,2024-12-05,Thursday,ANK,AYT,AnadoluJet,10,02:15,Economy,0,1047
2023-12-09,2024-01-10,Wednesday,ANK,IZM,Turkish Airlines,32,11:30,Business,0,2146
2024-11-29,2024-12-20,Friday,ESB,ADB,SunExpress,21,11:30,Economy,1,759
2024-07-16,2024-09-08,Sunday,AYT,ANK,Turkish Airlines,54,08:00,Economy,0,914
2024-06-12,2024-08-06,Tuesday,ADB,IST,Turkish Airlines,55,09:00,Business,0,2024
2024-07-13,2024-09-04,Wednesday,AYT,IST,Turkish Airlines,53,21:15,Economy,0,908
2024-10-02,2024-11-03,Sunday,IZM,ADB,AnadoluJet,32,10:00,Economy,0,1022
2024-01-12,2024-02-24,Saturday,ADB,ANK,AnadoluJet,43,16:30,Economy,1,817
2024-12-09,2024-12-24,Tuesday,ANK,IZM,Pegasus,15,18:00,Business,1,2077
2024-07-11,2024-08-10,Saturday,IZM,ADB,SunExpress,30,19:15,Economy,0,914
2024-04-16,2024-06-10,Monday,IST,AYT,AnadoluJet,55,04:00,Economy,1,616
2024-04-20,2024-05-03,Friday,AYT,IZM,Pegasus,13,21:15,Economy,0,1002
2024-03-01,2024-03-22,Friday,ESB,IZM,AnadoluJet,21,12:15,Business,0,2289
2024-08-27,2024-10-26,Saturday,AYT,ESB,SunExpress,60,12:45,Economy,0,861
2024-04-20,2024-05-12,Sunday,ANK,IZM,SunExpress,22,08:30,Business,0,2279
2024-08-11,2024-09-30,Monday,ADB,AYT,AnadoluJet,50,20:30,Business,0,2009
2023-12-23,2024-02-13,Tuesday,IZM,IST,Turkish Airlines,52,05:30,Economy,0,893
2024-06-09,2024-07-04,Thursday,AYT,ESB,SunExpress,25,04:45,Economy,1,904
2024-11-16,2024-11-17,Sunday,IST,ESB,SunExpress,1,01:30,Business,0,2378
2024-08-08,2024-08-31,Saturday,IZM,IST,SunExpress,23,18:45,Economy,0,1052
2024-02-22,2024-03-27,Wednesday,IST,ANK,SunExpress,34,05:00,Economy,0,957
2024-10-18,2024-10-26,Saturday,IZM,ANK,AnadoluJet,8,17:15,Economy,0,1150
2024-06-22,2024-08-01,Thursday,ESB,ADB,SunExpress,40,09:00,Economy,0,1000
2024-01-07,2024-02-07,Wednesday,ADB,ESB,AnadoluJet,31,07:30,Economy,0,1033
2024-01-17,2024-03-09,Saturday,ESB,IZM,AnadoluJet,52,09:00,Economy,0,810
2024-07-28,2024-08-25,Sunday,IST,ANK,Turkish Airlines,28,22:15,Business,0,2247
2024-09-16,2024-10-06,Sunday,ADB,IST,SunExpress,20,00:00,Economy,0,1037
2024-01-30,2024-02-18,Sunday,ADB,IST,AnadoluJet,19,15:15,Economy,0,1002
2024-07-09,2024-07-31,Wednesday,ESB,ANK,SunExpress,22,01:15,Economy,0,947
2024-01-17,2024-02-02,Friday,ANK,IZM,Pegasus,16,17:00,Economy,0,1084
2024-04-08,2024-05-17,Friday,ESB,IST,SunExpress,39,21:30,Economy,1,719
2024-06-18,2024-07-01,Monday,ADB,ESB,Turkish Airlines,13,19:30,Economy,0,951
2024-04-15,2024-04-29,Monday,ESB,IST,Pegasus,14,17:30,Business,0,2158
2024-02-18,2024-04-13,Saturday,IST,ESB,SunExpress,55,09:15,Economy,0,729
2024-06-09,2024-07-05,Friday,IST,ESB,AnadoluJet,26,06:30,Economy,0,910
2024-11-06,2024-11-29,Friday,ADB,ANK,SunExpress,23,06:30,Economy,0,982
2024-12-14,2024-12-23,Monday,ANK,ESB,AnadoluJet,9,06:00,Economy,0,1143
2024-01-05,2024-02-16,Friday,ANK,IST,Pegasus,42,07:00,Business,0,2059
2024-08-12,2024-09-11,Wednesday,ESB,ANK,Pegasus,30,00:30,Economy,0,1047
2024-03-31,2024-04-05,Friday,ANK,ADB,Pegasus,5,18:45,Economy,0,1009
2024-10-16,2024-10-28,Monday,ADB,AYT,AnadoluJet,12,02:30,Economy,0,1115
2024-04-28,2024-05-04,Saturday,IZM,ESB,Turkish Airlines,6,23:15,Economy,0,1166
2024-07-25,2024-07-26,Friday,ESB,AYT,SunExpress,1,03:00,Economy,0,1058
2024-02-10,2024-04-02,Tuesday,ANK,ESB,Pegasus,52,04:30,Economy,0,819
2024-04-16,2024-05-26,Sunday,ESB,ANK,Turkish Airlines,40,12:15,Economy,0,910
2024-11-02,2024-11-22,Friday,ANK,AYT,SunExpress,20,20:00,Economy,1,796
2024-07-20,2024-07-29,Monday,IST,IZM,Turkish Airlines,9,17:45,Economy,1,880
2024-05-17,2024-06-03,Monday,ESB,ANK,SunExpress,17,17:45,Economy,0,1088
2024-10-29,2024-12-20,Friday,ESB,AYT,AnadoluJet,52,04:45,Economy,1,647
2024-11-06,2024-12-29,Sunday,ADB,ANK,SunExpress,53,21:15,Economy,0,738
2024-03-02,2024-04-21,Sunday,ESB,IST,SunExpress,50,17:15,Economy,0,788
2024-04-09,2024-04-27,Saturday,ANK,ADB,Pegasus,18,09:45,Economy,1,956
2024-01-26,2024-02-10,Saturday,IST,ANK,Pegasus,15,00:15,Business,0,2148
2024-02-12,2024-02-20,Tuesday,ANK,ADB,AnadoluJet,8,11:00,Economy,1,854
2024-11-09,2024-12-05,Thursday,ADB,ANK,SunExpress,26,00:45,Economy,0,1015
2024-03-29,2024-03-31,Sunday,ESB,IZM,SunExpress,2,20:15,Economy,0,1122
2023-12-21,2024-01-10,Wednesday,ADB,IST,Pegasus,20,02:45,Economy,1,835
2024-02-27,2024-04-09,Tuesday,ANK,ESB,Pegasus,42,05:00,Business,0,2096
2024-01-22,2024-02-04,Sunday,ESB,AYT,AnadoluJet,13,16:30,Economy,0,1028
2024-04-25,2024-05-26,Sunday,ADB,ESB,Turkish Airlines,31,11:00,Economy,0,848
2024-06-07,2024-07-21,Sunday,ADB,ESB,Pegasus,44,21:15,Economy,0,780
2023-12-31,2024-01-26,Friday,ESB,AYT,AnadoluJet,26,12:45,Economy,0,1035
2024-04-28,2024-06-18,Tuesday,AYT,ADB,AnadoluJet,51,02:30,Economy,0,754
2024-07-18,2024-08-24,Saturday,AYT,ADB,AnadoluJet,37,11:15,Economy,0,918
2024-04-12,2024-05-23,Thursday,AYT,ANK,Pegasus,41,06:00,Economy,1,780
2023-12-23,2024-02-06,Tuesday,IST,IZM,Pegasus,45,04:30,Economy,0,885
2024-12-13,2024-12-28,Saturday,ADB,AYT,Turkish Airlines,15,08:30,Economy,1,836
2023-12-25,2024-01-24,Wednesday,AYT,ADB,Pegasus,30,13:15,Economy,0,994
2024-02-23,2024-02-29,Thursday,IZM,ESB,SunExpress,6,06:15,Economy,0,1013
2024-02-16,2024-04-14,Sunday,ADB,ESB,Turkish Airlines,58,01:45,Economy,0,812
2024-03-30,2024-04-22,Monday,IZM,ANK,SunExpress,23,09:15,Economy,0,1021
2024-07-19,2024-09-17,Tuesday,ANK,ESB,Pegasus,60,18:00,Business,0,1931
2023-11-30,2024-01-08,Monday,IST,AYT,Turkish Airlines,39,06:00,Business,0,2163
2024-06-12,2024-06-28,Friday,AYT,ADB,Pegasus,16,07:00,Economy,0,1006
2024-08-16,2024-09-09,Monday,ESB,ADB,AnadoluJet,24,23:00,Business,0,2256
2024-03-22,2024-04-13,Saturday,IST,AYT,Turkish Airlines,22,03:15,Economy,0,948
2024-05-20,2024-07-13,Saturday,ADB,AYT,AnadoluJet,54,04:45,Business,1,1867
2023-12-07,2024-01-24,Wednesday,AYT,ANK,SunExpress,48,02:45,Business,0,1979
2024-08-14,2024-09-19,Thursday,AYT,ADB,AnadoluJet,36,18:00,Economy,0,896
2024-11-09,2024-12-29,Sunday,ANK,AYT,SunExpress,50,12:00,Economy,0,865
2024-10-22,2024-11-27,Wednesday,IZM,AYT,SunExpress,36,23:15,Economy,0,922
2024-08-11,2024-08-20,Tuesday,ADB,IST,AnadoluJet,9,06:30,Economy,0,1124
2024-02-20,2024-04-12,Friday,IZM,ADB,SunExpress,52,10:30,Economy,0,848
2024-11-04,2024-11-15,Friday,ANK,IZM,Pegasus,11,05:45,Economy,1,916
2024-05-08,2024-06-10,Monday,AYT,ADB,SunExpress,33,09:00,Economy,0,1025
2024-03-22,2024-03-25,Monday,ESB,ANK,Pegasus,3,22:30,Economy,0,1148
2024-07-23,2024-08-17,Saturday,IZM,ESB,SunExpress,25,14:15,Economy,0,1035
2024-10-07,2024-11-10,Sunday,ESB,IST,Pegasus,34,19:45,Economy,0,862
2024-04-27,2024-06-23,Sunday,IST,AYT,SunExpress,57,16:15,Business,0,2089
2024-07-26,2024-08-17,Saturday,ESB,ANK,SunExpress,22,03:15,Economy,0,1050
2024-11-16,2024-12-07,Saturday,IST,ANK,SunExpress,21,07:15,Business,0,2190
2024-03-23,2024-05-11,Saturday,IZM,ANK,SunExpress,49,13:30,Economy,0,763
2024-03-17,2024-05-08,Wednesday,IST,ADB,Turkish Airlines,52,00:30,Economy,0,831
2024-04-23,2024-05-22,Wednesday,ADB,ESB,AnadoluJet,29,12:15,Economy,1,806
2024-02-10,2024-03-18,Monday,IST,AYT,SunExpress,37,17:30,Economy,0,904
2024-10-22,2024-11-04,Monday,ESB,IZM,AnadoluJet,13,14:45,Economy,1,820
2024-03-24,2024-04-14,Sunday,IZM,ANK,AnadoluJet,21,08:15,Economy,1,804
2024-12-10,2024-12-18,Wednesday,AYT,IST,SunExpress,8,13:45,Economy,0,1022
2024-09-28,2024-10-07,Monday,ADB,ESB,AnadoluJet,9,15:00,Economy,0,1018
2024-02-24,2024-04-22,Monday,IZM,IST,Pegasus,58,21:15,Economy,0,878
2024-04-29,2024-05-10,Friday,AYT,ESB,SunExpress,11,16:30,Economy,0,1101
2023-11-23,2024-01-20,Saturday,ADB,ANK,Pegasus,58,10:15,Business,0,1975
2024-06-29,2024-07-17,Wednesday,ADB,ESB,AnadoluJet,18,18:15,Economy,1,771
2024-07-09,2024-08-23,Friday,ESB,ANK,Pegasus,45,14:45,Economy,0,823
2024-05-06,2024-06-02,Sunday,IST,ADB,Pegasus,27,19:00,Economy,0,973
2024-10-26,2024-12-12,Thursday,IST,ESB,Turkish Airlines,47,06:15,Economy,0,889
2024-08-20,2024-09-06,Friday,ESB,AYT,Pegasus,17,08:15,Economy,1,791
2024-01-24,2024-02-02,Friday,AYT,ESB,Turkish Airlines,9,00:15,Economy,0,1076
2024-08-21,2024-10-18,Friday,ESB,IZM,SunExpress,58,06:30,Economy,0,874
2024-01-09,2024-02-07,Wednesday,ANK,AYT,SunExpress,29,06:45,Economy,0,908
2024-08-20,2024-08-28,Wednesday,ESB,ADB,AnadoluJet,8,01:45,Economy,0,1016
2024-07-26,2024-08-02,Friday,ADB,ANK,AnadoluJet,7,04:30,Economy,0,1127
2024-01-28,2024-03-24,Sunday,IST,ESB,AnadoluJet,56,10:00,Economy,0,913
2024-06-11,2024-06-25,Tuesday,IZM,ANK,Pegasus,14,09:45,Economy,0,1009
2024-09-04,2024-10-14,Monday,IST,IZM,AnadoluJet,40,15:30,Economy,0,825
2024-05-10,2024-05-21,Tuesday,IST,ESB,SunExpress,11,07:15,Economy,0,1017
2024-06-24,2024-08-17,Saturday,AYT,ADB,AnadoluJet,54,19:00,Economy,0,732
2024-10-11,2024-11-09,Saturday,ADB,IST,Turkish Airlines,29,03:30,Business,0,2063
2024-03-19,2024-04-07,Sunday,ADB,AYT,Turkish Airlines,19,13:15,Economy,0,1031
2024-08-23,2024-08-26,Monday,ESB,ANK,SunExpress,3,10:30,Economy,0,1063
2024-06-08,2024-07-01,Monday,ESB,IZM,Pegasus,23,06:15,Economy,0,920
2024-05-07,2024-05-12,Sunday,AYT,ESB,Pegasus,5,15:45,Economy,0,1070
2024-05-30,2024-06-18,Tuesday,ESB,ANK,SunExpress,19,22:45,Economy,0,1087
2024-03-06,2024-03-11,Monday,IST,ESB,SunExpress,5,05:45,Economy,0,1138
2024-09-12,2024-09-16,Monday,IST,ADB,Turkish Airlines,4,05:45,Economy,1,954
2024-08-29,2024-09-01,Sunday,IST,ANK,AnadoluJet,3,09:45,Economy,1,880
2024-10-23,2024-12-04,Wednesday,AYT,IST,Turkish Airlines,42,17:45,Business,0,2163
2024-05-28,2024-07-22,Monday,ESB,AYT,Turkish Airlines,55,00:30,Economy,1,579
2024-02-14,2024-03-25,Monday,IST,ANK,SunExpress,40,19:00,Economy,0,885
2023-12-06,2024-01-26,Friday,ADB,IZM,SunExpress,51,23:45,Economy,0,872
2024-05-24,2024-06-12,Wednesday,IZM,ESB,AnadoluJet,19,03:45,Business,1,1966
2024-10-09,2024-10-22,Tuesday,ADB,IZM,AnadoluJet,13,20:45,Economy,0,1123
2024-07-19,2024-08-16,Friday,AYT,ANK,SunExpress,28,22:00,Business,0,2255
2023-11-21,2024-01-17,Wednesday,AYT,ANK,SunExpress,57,11:00,Business,0,1962
2024-11-07,2024-12-13,Friday,ESB,ADB,AnadoluJet,36,23:30,Economy,1,744
2024-11-07,2024-12-20,Friday,ADB,ANK,AnadoluJet,43,21:15,Economy,1,723
2024-05-28,2024-07-01,Monday,ADB,IZM,Pegasus,34,05:00,Economy,0,989
2024-10-25,2024-11-24,Sunday,ESB,ADB,Pegasus,30,07:15,Economy,1,833
2024-03-09,2024-03-14,Thursday,AYT,ADB,Turkish Airlines,5,19:00,Economy,0,1062
2024-04-27,2024-05-13,Monday,ANK,ADB,AnadoluJet,16,07:15,Economy,0,1092
2023-12-18,2024-01-07,Sunday,ADB,ANK,Pegasus,20,07:30,Economy,0,1042
2024-06-18,2024-06-19,Wednesday,IST,IZM,AnadoluJet,1,05:45,Economy,0,1161
2024-10-01,2024-10-09,Wednesday,ANK,IZM,Turkish Airlines,8,14:15,Business,0,2172
2023-12-12,2024-01-10,Wednesday,ESB,IST,Turkish Airlines,29,02:00,Economy,0,1043
2024-09-28,2024-10-11,Friday,AYT,IZM,SunExpress,13,18:30,Economy,0,975
2024-02-19,2024-03-31,Sunday,IST,IZM,Turkish Airlines,41,23:00,Business,0,2065
2024-06-04,2024-07-07,Sunday,ADB,IZM,Pegasus,33,19:30,Economy,0,950
2024-01-20,2024-02-03,Saturday,IST,IZM,Pegasus,14,04:15,Economy,0,1082
2023-12-04,2024-01-10,Wednesday,ANK,ADB,AnadoluJet,37,08:15,Economy,1,688
2024-10-18,2024-10-22,Tuesday,ADB,IZM,Pegasus,4,08:00,Economy,0,1057
2024-03-25,2024-04-10,Wednesday,AYT,ADB,Turkish Airlines,16,23:45,Economy,0,1024
2024-04-19,2024-05-07,Tuesday,ADB,AYT,AnadoluJet,18,21:30,Economy,0,1023
2024-03-02,2024-03-21,Thursday,IZM,IST,SunExpress,19,20:15,Economy,0,1061
2024-06-02,2024-07-08,Monday,ESB,IST,Turkish Airlines,36,15:45,Economy,0,1010
2024-11-03,2024-11-19,Tuesday,ANK,ESB,SunExpress,16,15:15,Economy,1,887
2024-10-22,2024-11-02,Saturday,ANK,IZM,SunExpress,11,16:45,Economy,0,1077
2024-09-30,2024-11-25,Monday,ANK,IST,AnadoluJet,56,14:15,Economy,0,885
2024-01-21,2024-01-25,Thursday,IST,ESB,Turkish Airlines,4,03:15,Economy,1,1011
2024-05-17,2024-05-29,Wednesday,ANK,AYT,Pegasus,12,00:15,Economy,0,1127
2023-12-02,2024-01-04,Thursday,ESB,IST,SunExpress,33,08:30,Economy,0,930
2024-11-11,2024-12-06,Friday,AYT,ADB,Pegasus,25,15:30,Economy,0,985
2024-01-21,2024-03-02,Saturday,AYT,ESB,Pegasus,41,02:30,Economy,1,778
2024-05-28,2024-06-23,Sunday,IZM,ANK,Turkish Airlines,26,19:15,Business,0,2211
2024-01-18,2024-02-07,Wednesday,ANK,IST,Pegasus,20,02:30,Economy,0,1051
2024-11-02,2024-12-24,Tuesday,AYT,IST,SunExpress,52,20:30,Economy,0,934
2024-10-17,2024-11-05,Tuesday,ADB,ESB,Turkish Airlines,19,15:15,Economy,0,1057
2024-04-28,2024-04-28,Sunday,ADB,IST,SunExpress,0,14:00,Economy,0,1044
2024-05-02,2024-06-25,Tuesday,ADB,AYT,Pegasus,54,15:00,Economy,0,840
2024-08-27,2024-09-25,Wednesday,ESB,IST,SunExpress,29,10:30,Economy,0,984
2024-02-07,2024-03-16,Saturday,ADB,AYT,Turkish Airlines,38,22:15,Economy,0,907
2024-05-16,2024-05-29,Wednesday,AYT,ANK,Pegasus,13,01:00,Economy,0,1069
2024-08-11,2024-09-08,Sunday,ANK,AYT,AnadoluJet,28,18:15,Economy,1,880
2024-09-03,2024-09-17,Tuesday,AYT,ADB,Pegasus,14,18:15,Economy,0,986
2024-02-22,2024-03-29,Friday,IZM,ANK,SunExpress,36,18:00,Economy,0,980
2024-10-04,2024-11-28,Thursday,ESB,ADB,AnadoluJet,55,15:15,Economy,0,903
2024-11-01,2024-12-17,Tuesday,AYT,ESB,Pegasus,46,15:45,Economy,0,839
2024-03-05,2024-04-05,Friday,ESB,IST,SunExpress,31,22:30,Economy,0,1013
2024-10-17,2024-10-28,Monday,ADB,IZM,Turkish Airlines,11,16:30,Economy,1,956
2024-03-05,2024-04-05,Friday,ANK,IST,Turkish Airlines,31,12:00,Economy,0,881
2024-01-08,2024-01-23,Tuesday,IZM,IST,Turkish Airlines,15,17:45,Economy,1,806
2024-10-30,2024-11-02,Saturday,ESB,AYT,SunExpress,3,03:30,Economy,0,1123
2024-11-04,2024-12-01,Sunday,AYT,ADB,Turkish Airlines,27,23:30,Economy,0,957
2024-05-01,2024-06-09,Sunday,IZM,IST,AnadoluJet,39,14:45,Economy,0,886
2024-11-30,2024-12-18,Wednesday,ADB,ESB,SunExpress,18,14:15,Economy,0,1096
2024-08-29,2024-09-08,Sunday,ADB,ESB,SunExpress,10,16:45,Economy,1,868
2024-03-25,2024-05-06,Monday,ADB,IZM,Turkish Airlines,42,02:30,Business,1,1841
2024-08-09,2024-09-04,Wednesday,IZM,AYT,AnadoluJet,26,15:45,Business,1,1937
2024-01-27,2024-02-16,Friday,AYT,ADB,Turkish Airlines,20,06:30,Economy,1,906
2024-08-15,2024-09-07,Saturday,IZM,AYT,SunExpress,23,04:45,Economy,0,968
2024-08-11,2024-09-12,Thursday,ANK,ESB,SunExpress,32,04:45,Economy,0,907
2024-04-09,2024-04-28,Sunday,ANK,ADB,SunExpress,19,15:00,Economy,0,1069
2024-12-02,2024-12-08,Sunday,IZM,IST,Pegasus,6,22:15,Economy,0,994
2023-12-20,2024-02-01,Thursday,IZM,AYT,AnadoluJet,43,18:15,Business,0,2006
2024-02-01,2024-02-01,Thursday,ADB,ESB,Turkish Airlines,0,11:00,Economy,0,1006
2024-09-16,2024-10-05,Saturday,ADB,AYT,AnadoluJet,19,02:00,Economy,1,868
2024-06-20,2024-08-16,Friday,AYT,IST,Pegasus,57,15:30,Economy,0,863
2024-02-16,2024-03-05,Tuesday,ADB,IST,AnadoluJet,18,19:30,Economy,0,957
2024-07-23,2024-09-19,Thursday,IST,AYT,Turkish Airlines,58,07:15,Economy,0,803
2024-06-09,2024-06-15,Saturday,ADB,IST,Turkish Airlines,6,18:15,Economy,0,1032
2024-03-06,2024-05-02,Thursday,IST,ESB,SunExpress,57,18:00,Economy,1,682
2024-10-10,2024-10-14,Monday,IST,ADB,Turkish Airlines,4,09:00,Economy,0,1167
2024-11-13,2024-12-19,Thursday,AYT,IZM,Turkish Airlines,36,07:15,Economy,0,861
2024-03-13,2024-04-12,Friday,IST,IZM,SunExpress,30,05:00,Economy,0,1011
2024-07-18,2024-09-01,Sunday,IST,AYT,Pegasus,45,16:30,Economy,0,964
2024-05-18,2024-05-19,Sunday,AYT,IZM,Turkish Airlines,1,08:00,Economy,0,997
2024-03-12,2024-05-09,Thursday,IZM,IST,SunExpress,58,20:00,Economy,0,711
2023-12-01,2024-01-06,Saturday,ADB,IZM,Pegasus,36,12:00,Economy,1,785
2024-07-15,2024-08-13,Tuesday,IZM,ANK,SunExpress,29,01:00,Economy,0,917
2024-08-22,2024-10-03,Thursday,ADB,AYT,Turkish Airlines,42,20:45,Economy,0,861
2023-12-15,2024-02-06,Tuesday,IZM,ESB,SunExpress,53,11:45,Economy,0,759
2024-02-21,2024-04-18,Thursday,ESB,AYT,AnadoluJet,57,07:45,Business,0,2022
2024-08-12,2024-09-29,Sunday,ADB,ESB,SunExpress,48,02:15,Business,0,1990
2024-07-23,2024-08-21,Wednesday,IZM,ADB,AnadoluJet,29,14:30,Economy,0,1041
2024-04-18,2024-04-29,Monday,ADB,IST,AnadoluJet,11,21:30,Economy,0,1130
2024-10-04,2024-11-27,Wednesday,AYT,ADB,SunExpress,54,21:45,Business,0,2001
2024-09-26,2024-10-09,Wednesday,ADB,AYT,SunExpress,13,09:00,Economy,0,1131
2024-03-16,2024-04-01,Monday,IZM,IST,SunExpress,16,07:30,Economy,0,1056
2024-08-19,2024-09-25,Wednesday,AYT,ANK,Turkish Airlines,37,23:30,Economy,0,830
2024-08-02,2024-09-06,Friday,IZM,ANK,AnadoluJet,35,01:30,Economy,0,983
2024-11-27,2024-12-09,Monday,ADB,ESB,SunExpress,12,08:30,Economy,0,1128
2024-07-02,2024-07-17,Wednesday,IZM,ANK,Turkish Airlines,15,04:30,Economy,0,1119
2024-06-14,2024-07-05,Friday,AYT,IST,Pegasus,21,08:15,Economy,0,1086
2024-08-18,2024-08-28,Wednesday,ANK,ESB,AnadoluJet,10,01:45,Economy,0,955
2024-07-19,2024-08-31,Saturday,ADB,ESB,Pegasus,43,14:15,Economy,1,700
2024-10-19,2024-11-11,Monday,IST,ANK,AnadoluJet,23,19:00,Economy,0,940
2024-03-06,2024-03-06,Wednesday,IST,ESB,Turkish Airlines,0,20:00,Economy,1,934
2024-06-05,2024-06-22,Saturday,IZM,AYT,Pegasus,17,14:30,Economy,0,1026
2024-07-10,2024-09-02,Monday,ESB,IZM,AnadoluJet,54,10:00,Economy,0,749
2024-03-22,2024-05-07,Tuesday,AYT,IZM,SunExpress,46,06:45,Economy,1,776
2024-07-30,2024-09-19,Thursday,ADB,IZM,SunExpress,51,14:30,Economy,0,759
2024-11-28,2024-11-29,Friday,AYT,ADB,Turkish Airlines,1,15:30,Economy,0,1070
2024-06-21,2024-07-06,Saturday,ANK,ADB,SunExpress,15,19:30,Business,0,2264
2024-03-21,2024-05-03,Friday,AYT,ANK,SunExpress,43,02:30,Business,0,2086
2024-10-03,2024-10-09,Wednesday,AYT,ADB,AnadoluJet,6,01:45,Economy,0,1153
2024-01-13,2024-02-05,Monday,ESB,ANK,Turkish Airlines,23,16:15,Business,1,1938
2024-08-23,2024-09-29,Sunday,AYT,IST,Pegasus,37,15:45,Economy,0,955
2024-01-27,2024-02-25,Sunday,ESB,IST,Pegasus,29,22:15,Economy,0,911
2024-10-17,2024-10-23,Wednesday,AYT,ANK,Turkish Airlines,6,03:00,Economy,0,1054
2024-06-13,2024-06-26,Wednesday,ESB,IST,SunExpress,13,22:45,Economy,0,1005
2023-12-13,2024-02-08,Thursday,ESB,ANK,AnadoluJet,57,18:30,Economy,1,681
2024-07-20,2024-07-23,Tuesday,ANK,IST,Turkish Airlines,3,03:00,Economy,0,1041
2024-07-27,2024-09-14,Saturday,IZM,ADB,Pegasus,49,13:15,Economy,0,767
2024-09-25,2024-10-20,Sunday,ESB,IST,AnadoluJet,25,16:15,Economy,0,1028
2024-08-10,2024-09-09,Monday,IZM,ANK,AnadoluJet,30,10:30,Economy,0,861
